Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
20062,6169,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/14/2021,None within 50 metres,3
113655,6170,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/14/2021,None within 50 metres,3
3513,6171,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
14376,6172,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
105252,6173,Fine without high winds,Daylight: Street light present,Dry,30,7/14/2021,None within 50 metres,3
91963,6174,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
126075,6175,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/14/2021,None within 50 metres,3
110321,6176,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/15/2021,None within 50 metres,3
34400,6177,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
65206,6178,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
18564,6179,Other,Darkness: Street lights present and lit,Wet/Damp,30,7/15/2021,None within 50 metres,3
124117,6180,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/15/2021,None within 50 metres,3
67134,6181,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
52426,6182,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
54108,6183,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/15/2021,None within 50 metres,3
67174,6184,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
1354,6185,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
125459,6186,Fine without high winds,Daylight: Street light present,Dry,70,7/15/2021,None within 50 metres,3
109237,6187,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
113167,6188,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,2
26031,6189,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
61181,6190,Fine without high winds,Daylight: Street light present,Dry,50,7/15/2021,None within 50 metres,3
58319,6191,Fine without high winds,Darkness: Street lights present and lit,Dry,50,7/15/2021,None within 50 metres,3
82114,6192,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
30464,6193,Fine without high winds,Darkness: Street lights present but unlit,Frost/Ice,30,7/15/2021,None within 50 metres,3
128024,6194,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
84345,6195,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/15/2021,None within 50 metres,3
60416,6196,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
122005,6197,Fine without high winds,Daylight: Street light present,Dry,50,7/15/2021,None within 50 metres,2
50833,6198,Fine without high winds,Darkness: Street lights present but unlit,Dry,30,7/15/2021,None within 50 metres,3
68621,6199,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
72811,6200,Fine without high winds,Darkness: Street lights present and lit,Dry,50,7/15/2021,None within 50 metres,3
125845,6201,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
31028,6202,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
95249,6203,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
114708,6204,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
94362,6205,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
7745,6206,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
117328,6207,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/15/2021,None within 50 metres,3
19995,6208,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
121091,6209,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
3753,6210,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
54736,6211,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
50884,6212,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
60867,6213,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
106564,6214,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
90608,6215,Fine without high winds,Daylight: Street light present,Dry,40,7/15/2021,None within 50 metres,3
33608,6216,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/15/2021,None within 50 metres,3
113225,6217,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,2
97439,6218,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
3766,6219,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
112330,6220,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/15/2021,None within 50 metres,3
84630,6221,Fine without high winds,Daylight: Street light present,Dry,30,7/15/2021,None within 50 metres,3
71661,6222,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
43865,6223,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,2
80130,6224,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
2030,6225,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
83762,6226,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
65370,6227,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
15418,6228,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
121606,6229,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
11922,6230,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,2
13437,6231,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,2
5639,6232,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
115010,6233,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
1623,6234,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
81493,6235,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
52944,6236,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/16/2021,None within 50 metres,3
19907,6237,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
126622,6238,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
20799,6239,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/16/2021,None within 50 metres,3
71649,6240,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/16/2021,None within 50 metres,2
24226,6241,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
110924,6242,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
93332,6243,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
111781,6244,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,2
101064,6245,Fine without high winds,Daylight: Street light present,Wet/Damp,30,7/16/2021,None within 50 metres,3
6430,6246,Raining without high winds,Daylight: Street light present,Wet/Damp,30,7/16/2021,None within 50 metres,3
4690,6247,Fine without high winds,Darkness: Street lights present and lit,Dry,40,7/16/2021,None within 50 metres,3
87357,6248,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/16/2021,None within 50 metres,3
124466,6249,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,2
43388,6250,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/16/2021,None within 50 metres,3
128027,6251,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
50780,6252,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
29472,6253,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
2887,6254,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
53409,6255,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
25474,6256,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
106958,6257,Other,Daylight: Street light present,Wet/Damp,30,7/16/2021,None within 50 metres,3
105881,6258,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
71151,6259,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
101309,6260,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
21694,6261,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
83814,6262,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/16/2021,None within 50 metres,3
69548,6263,Fine without high winds,Daylight: Street light present,Dry,30,7/16/2021,None within 50 metres,3
60344,6264,Fine without high winds,Daylight: Street light present,Dry,30,7/17/2021,None within 50 metres,3
79325,6265,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
33230,6266,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
98131,6267,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,2
129505,6268,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
44013,6269,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
92246,6270,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/17/2021,None within 50 metres,3
94697,6271,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/17/2021,None within 50 metres,3
35863,6272,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
121859,6273,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
89719,6274,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
56832,6275,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,7/17/2021,None within 50 metres,3
127618,6276,Fine without high winds,Daylight: Street light present,Dry,30,7/17/2021,None within 50 metres,2
117162,6277,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,2
101952,6278,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
21847,6279,Fine without high winds,Daylight: Street light present,Dry,30,7/17/2021,None within 50 metres,3
74910,6280,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
51025,6281,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
95562,6282,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,3
100476,6283,Fine without high winds,Daylight: Street light present,Dry,30,7/17/2021,None within 50 metres,3
126492,6284,Fine without high winds,Darkness: Street lights present and lit,Dry,30,7/17/2021,None within 50 metres,2
